id,nombre,ini,fin,alumno_id,vip,obs,forma_id,canceled,school_id,person_name,created_at,updated_at
1654156,anual,2010-06-01,2011-05-31,50126,false,"",50007,,1,,,
1654219,Mensual UB,2010-05-01,2010-05-31,51474,false,"",1,,1,,,
1654336,Anual,2010-05-01,2011-04-30,1676887,false,"",50007,,1,,,
1654411,ANU,2010-05-18,2011-05-31,1677148,false,"",50007,,1,,,
1654513,anual 1xsem,2010-04-15,2011-03-31,50555,false,"",50010,,1,,,2010-11-06 02:32:18 UTC
1654561,semestral,2010-06-01,2010-11-30,1678897,false,"",1,2010-08-09,1,,,2010-08-09 21:16:24 UTC
1654564,ANU,2010-05-01,2011-07-30,50968,false,"",50007,,1,,,2010-10-27 23:57:58 UTC
1654582,anual,2010-06-01,2011-05-31,50114,false,"",50013,,1,,,
1654615,SEM,2010-05-27,2010-12-31,1678960,false,"",50010,2010-12-09,1,,,2010-12-09 15:24:57 UTC
1654618,anual,2010-05-01,2010-11-30,51179,false,"",50010,,1,,,2010-10-08 21:25:54 UTC
1654678,Anual,2010-06-01,2010-11-30,51155,false,"",50010,,1,,,2010-10-25 18:12:33 UTC
1654690,trimestral,2010-06-01,2010-08-31,51123,false,<p>hay que cobrar solo mantenimiento en junio!</p>,50007,2010-08-09,1,,,2010-08-09 20:58:19 UTC
1654759,anual,2010-07-01,2011-06-30,50065,false,"",50007,,1,,,
1654843,trimestral,2010-06-02,2010-08-31,51276,false,"",50007,,1,,,
1654846,Anu,2010-06-02,2011-05-31,1679914,false,"",50007,,1,,,
1654864,ANU,2010-06-01,2011-05-31,50869,false,"",50007,,1,,,
1654867,Anu,2010-07-01,2011-06-30,50140,false,"",50007,,1,,,
1655020,Anual,2010-06-09,2011-06-30,1678963,false,"",50007,,1,,,
1655113,anual,2010-06-01,2011-05-31,50371,false,<p>es 189 por mes porque pag&oacute; un a&ntilde;o todo junto en efectivo por adelantado. Entonces ese es el valor que queda por mes.</p>,1,2010-07-05,1,,,
1655131,Anual,2010-06-01,2011-05-31,50746,false,"",50007,,1,,,
1655157,anual,2010-07-01,2011-06-30,50101,false,"",3,2011-03-04,1,,,2011-03-04 17:01:09 UTC
1655179,anual,2010-07-01,2011-06-30,1679671,false,"",50010,,1,,,
1655251,ANU,2010-06-01,2011-05-31,51226,false,"",50010,,1,,,2011-06-10 16:07:58 UTC
1655252,Anual,2010-07-01,2011-06-30,1682601,false,"",50007,2010-08-09,1,,,2010-08-09 21:17:57 UTC
1655259,Anual,2010-06-01,2011-05-31,52029,false,"",50010,2011-01-12,1,,,2011-01-12 17:30:40 UTC
1655284,semestral,2010-07-01,2010-12-31,50737,false,"",50007,,1,,,
1655303,trime a precio anual,2010-07-01,2010-09-30,1672198,false,"<p>El novio pag&oacute; julio, la semana que viene paga dom&nbsp; meses m&aacute;s en efectivo y luego ella contin&uacute;a el plan dejando los datos de la tarjeta</p>",1,,1,,,
1655304,trimestral,2010-09-01,2010-12-31,50464,false,<p>mantenimiento</p>,1,,1,,,
1655355,Mensual UB,2010-06-01,2010-06-30,51474,false,"",1,,1,,,
1655357,anual,2010-07-01,2011-06-30,1682946,false,"",50004,2010-08-17,1,,,2010-08-17 15:06:00 UTC
1655363,Mensual UB,2010-07-01,2010-07-31,51474,false,"",1,,1,,,
1655366,Anual,2010-10-01,2011-09-30,1672198,false,"",50010,,1,,,2011-09-06 15:50:21 UTC
1655402,anual,2010-07-02,2011-06-30,52083,false,"",50007,,1,,,
1655412,Anual,2010-07-01,2011-06-30,52191,false,"",50007,,1,,,
1655428,ANU,2010-08-01,2011-07-31,551569,false,"",50007,,1,,,
1655443,anual,2010-07-07,2011-06-30,1682620,false,"",50010,2010-08-09,1,,,2010-08-09 21:23:02 UTC
1655493,ANU,2010-07-01,2011-06-30,1683303,false,"",50007,2010-10-19,1,,,2010-10-19 14:42:41 UTC
1655501,Anual,2010-07-01,2011-06-30,50057,false,"",50007,,1,,,
1655541,anual,2010-07-15,2011-06-30,51220,false,"",1,2010-09-30,1,,,2010-09-30 21:15:38 UTC
1655542,anual,2010-07-15,2011-06-30,50112,false,"",50007,2010-11-10,1,,,2010-11-10 14:00:01 UTC
1655543,anual,2010-07-15,2010-08-31,51582,false,"",50007,,1,,,2010-10-14 16:54:07 UTC
1655611,anual,2010-07-01,2011-06-30,50348,false,"",1,2010-10-19,1,,,2010-10-19 14:37:18 UTC
1655672,semestral,2010-08-01,2011-02-28,551560,false,"",50007,,1,,,
1655676,5meses,2010-07-21,2010-12-31,1693172,false,"",1,2010-09-10,1,,,2010-09-10 21:31:40 UTC
1655679,Anu,2010-07-21,2011-07-31,1683347,false,"",50007,,1,,,2010-09-17 12:54:43 UTC
1655681,trimestral,2010-07-22,2010-09-30,1693218,false,"",50013,,1,,,
1655682,trimestral,2010-07-22,2010-09-30,1691042,false,"",50007,,1,,,
1655685,ANU,2010-07-22,2011-07-31,1689080,false,"",50007,2010-12-09,1,,,2010-12-09 15:27:35 UTC
1655708,Anual VIP,2010-08-01,2011-07-31,602563,false,"",50007,2011-01-12,1,,,2011-01-12 17:31:49 UTC
1655753,trimestral,2010-08-01,2010-11-30,1693465,false,"",50010,,1,,,2010-09-09 15:32:56 UTC
1655808,ANU,2010-07-28,2011-07-31,1677769,false,"",50007,,1,,,
1655817,UB,2010-07-29,2010-11-30,1693648,false,"",50013,,1,,,2010-09-27 23:31:08 UTC
1655825,Anual 1 x sem (1 mes gratis),2010-08-01,2011-08-30,1669612,false,"",50010,2010-11-10,1,,,2010-11-10 14:07:18 UTC
1655849,Beca,2010-08-01,2010-12-31,1677199,false,"",1,,1,,,
1655881,semestral,2010-07-01,2010-12-31,52281,false,"",50004,,1,,,
1655886,Anual,2010-08-04,2011-07-31,50127,false,"",50007,2010-11-10,1,,,2010-11-10 14:00:39 UTC
1655889,Anual,2010-08-01,2011-07-31,1665094,false,"",50007,,1,,,
1655947,Anual,2010-08-11,2011-07-31,52362,false,"",50007,,1,,2010-08-11 14:07:59 UTC,2010-08-11 14:07:59 UTC
1655950,Anual,2010-08-01,2011-07-31,1689074,false,"",50007,2011-07-05,1,,2010-08-11 19:19:23 UTC,2011-07-05 16:24:48 UTC
1655956,Anual,2010-08-11,2011-07-30,50084,false,"",50013,2011-04-11,1,,2010-08-12 00:32:21 UTC,2011-04-11 14:52:48 UTC
1655983,Anual 1 vez x sem,2010-09-01,2011-08-31,1693439,false,"",50004,,1,,2010-08-13 17:20:07 UTC,2010-08-13 17:20:07 UTC
1656009,semestral de mantenimiento,2010-08-01,2011-02-28,50064,false,"",50007,,1,,2010-08-15 14:54:13 UTC,2010-08-15 14:54:13 UTC
1656049,trimestral,2010-08-18,2010-11-18,1694748,false,"",1,2010-10-19,1,,2010-08-18 14:27:43 UTC,2010-10-19 14:46:41 UTC
1656052,ANU,2010-08-18,2011-08-31,1694824,false,"",50007,,1,,2010-08-18 22:54:33 UTC,2010-08-18 22:54:33 UTC
1656053,anual,2010-08-01,2011-07-30,1663684,false,"",50010,2011-04-11,1,,2010-08-19 00:35:11 UTC,2011-04-11 14:59:10 UTC
1656054,anual,2010-08-18,2011-07-30,51251,false,"",50007,2010-12-09,1,,2010-08-19 00:37:37 UTC,2010-12-09 15:18:00 UTC
1656060,Semestral,2010-09-01,2011-02-28,1694863,false,"",50010,,1,,2010-08-19 14:28:03 UTC,2010-08-19 14:28:03 UTC
1656075,Trimestral,2010-08-15,2010-11-15,1694050,false,"",50007,,1,,2010-08-20 19:30:50 UTC,2010-08-20 19:30:50 UTC
1656076,UB,2010-08-20,2010-11-30,1694810,false,"",50007,,1,,2010-08-20 22:22:59 UTC,2010-09-27 18:35:07 UTC
1656077,UB,2010-08-20,2010-11-30,1694811,false,"",50007,,1,,2010-08-20 22:23:22 UTC,2010-08-23 21:56:53 UTC
1656079,anual 1 vez x mes,2010-09-01,2011-08-30,1694721,false,"",50007,2010-10-19,1,,2010-08-21 00:27:24 UTC,2010-10-19 14:46:03 UTC
1656080,anual,2010-09-01,2011-08-30,1694720,false,"",50007,2011-01-12,1,,2010-08-21 00:28:35 UTC,2011-01-12 17:32:50 UTC
1656081,anual,2010-09-01,2011-08-30,1694869,false,"",50010,2011-01-12,1,,2010-08-21 00:46:11 UTC,2011-01-12 17:33:55 UTC
1656103,ANU,2010-08-23,2011-08-31,1694930,false,"",50013,2011-01-12,1,,2010-08-23 21:26:22 UTC,2011-01-12 17:35:47 UTC
1656107,trimestral,2010-09-01,2010-11-30,1695070,false,"",50007,,1,,2010-08-24 18:49:38 UTC,2010-08-24 18:49:38 UTC
1656119,Anual,2010-08-25,2011-07-31,551437,false,"",50010,2011-03-04,1,,2010-08-25 13:38:31 UTC,2011-03-04 17:02:19 UTC
1656147,anual,2010-09-01,2011-08-31,50944,false,"",50007,2011-05-09,1,,2010-08-26 23:37:19 UTC,2011-05-09 13:23:13 UTC
1656149,anual,2010-09-01,2011-08-30,1695232,false,"",50007,,1,,2010-08-27 14:16:28 UTC,2010-08-27 14:16:28 UTC
1656163,anual,2010-09-01,2011-08-31,52423,false,"",50007,,1,,2010-08-27 19:13:35 UTC,2010-08-27 19:13:35 UTC
1656180,anual,2010-09-01,2011-08-31,51948,false,<p>paga cada tres meses</p>,1,,1,,2010-08-31 19:09:56 UTC,2010-08-31 19:09:56 UTC
1656250,ANU,2010-09-03,2011-08-31,1695659,false,"",50010,,1,,2010-09-03 17:47:16 UTC,2010-10-22 22:25:27 UTC
1656345,ANU,2010-10-01,2011-09-30,50343,false,"",50007,,1,,2010-09-06 23:54:00 UTC,2010-09-06 23:54:00 UTC
1656347,SEM,2010-09-01,2011-02-28,1695165,false,"",50013,,1,,2010-09-07 00:06:50 UTC,2010-09-07 00:06:50 UTC
1656385,anual,2010-09-01,2011-08-31,1695658,false,"",50007,2011-03-04,1,,2010-09-07 15:26:41 UTC,2011-03-04 17:05:38 UTC
1656393,anual,2010-09-01,2011-08-31,1694814,false,"",50010,,1,,2010-09-07 22:47:38 UTC,2010-09-07 22:47:38 UTC
1656414,ANU,2010-10-01,2011-09-30,51867,false,"",50007,,1,,2010-09-08 23:52:37 UTC,2010-09-08 23:52:37 UTC
1656427,Anual,2010-09-09,2011-08-30,1695737,false,"",50010,2011-05-09,1,,2010-09-09 14:44:50 UTC,2011-05-09 13:29:03 UTC
1656429,semestral,2010-09-01,2011-02-28,1695582,false,"",1,,1,,2010-09-09 16:34:35 UTC,2010-09-09 16:34:35 UTC
1656446,anual,2010-10-01,2011-09-30,50612,false,"",50007,2011-05-09,1,,2010-09-10 16:22:02 UTC,2011-05-09 13:20:36 UTC
1656450,trimestral UB,2010-09-10,2010-11-30,1695966,false,"",50007,,1,,2010-09-10 19:23:04 UTC,2010-09-10 19:23:04 UTC
1656452,MENSUAL,2010-09-01,2010-09-30,1695394,false,"",50010,,1,,2010-09-10 21:18:42 UTC,2010-09-10 21:18:42 UTC
1656454,Anual,2010-09-01,2011-08-31,50046,false,"",3,,1,,2010-09-10 23:03:55 UTC,2010-09-10 23:03:55 UTC
1656482,anual en dos partes (segunda parte),2010-10-10,2011-03-31,1668016,false,"",3,,1,,2010-09-14 15:25:36 UTC,2010-09-14 15:25:36 UTC
1656511,trimestral,2010-09-01,2010-11-30,1696134,false,"",1,,1,,2010-09-16 21:44:46 UTC,2010-09-16 21:44:46 UTC
1656537,anual,2010-08-01,2011-07-31,50051,false,"",1,,1,,2010-09-21 15:42:30 UTC,2010-09-21 15:42:30 UTC
1656563,anual,2010-10-01,2011-09-30,1696408,false,"",50004,2011-01-12,1,,2010-09-21 22:33:35 UTC,2011-01-12 17:39:00 UTC
1656566,semestral,2010-10-01,2011-03-31,50979,false,"",3,,1,,2010-09-22 00:44:24 UTC,2010-09-22 00:44:24 UTC
1656568,Mensual,2010-09-22,2010-10-22,1696443,false,"",3,,1,,2010-09-22 14:15:22 UTC,2010-09-22 14:15:22 UTC
1656575,bimestral,2010-09-22,2010-11-30,51274,false,"",3,,1,,2010-09-22 15:31:24 UTC,2010-09-22 15:31:24 UTC
1656609,anual,2010-09-01,2011-08-30,50202,false,"",50007,,1,,2010-09-29 16:33:12 UTC,2010-09-29 16:33:12 UTC
1656611,anual,2010-09-29,2011-08-31,50020,false,"",1,,1,,2010-09-29 17:46:36 UTC,2010-09-29 17:46:36 UTC
1656671,anual,2010-10-01,2011-09-30,1697046,false,"",50007,2011-03-04,1,,2010-10-04 23:12:23 UTC,2011-03-04 17:06:34 UTC
1656673,ANU,2010-10-04,2011-09-30,1697233,false,"",50007,2010-12-09,1,,2010-10-05 00:02:29 UTC,2010-12-09 15:35:23 UTC
1656776,Anual,2010-10-01,2011-10-01,51043,false,"",1,2011-01-12,1,,2010-10-07 22:16:11 UTC,2011-01-12 17:26:52 UTC
1656777,anual 1 x sem,2010-10-01,2011-09-30,51828,false,"",50007,,1,,2010-10-07 22:16:56 UTC,2010-10-25 22:49:57 UTC
1656781,semestral,2010-10-01,2011-03-30,1697107,false,"",50007,2010-12-09,1,,2010-10-08 01:22:20 UTC,2010-12-09 15:34:45 UTC
1656790,anual,2010-10-01,2011-09-30,50019,false,"",50007,,1,,2010-10-08 21:31:36 UTC,2011-02-10 15:06:09 UTC
1656793,anual,2010-10-01,2011-09-30,1697485,false,"",50007,2011-02-03,1,,2010-10-08 23:02:54 UTC,2011-02-03 16:03:58 UTC
1656795,semestral,2010-10-01,2011-03-31,52299,false,"",1,,1,,2010-10-09 00:35:15 UTC,2010-10-09 00:35:15 UTC
1656796,Anual,2010-10-02,2011-09-30,50500,false,"",50007,,1,,2010-10-09 00:55:04 UTC,2010-10-09 00:55:04 UTC
1656869,semestral,2010-10-13,2011-03-30,51582,false,"",50007,,1,,2010-10-14 16:54:27 UTC,2010-10-14 16:54:27 UTC
1656889,anual,2010-10-01,2011-09-30,1697217,false,"",50010,2011-01-12,1,,2010-10-15 01:47:36 UTC,2011-01-12 17:40:36 UTC
1656918,mensual,2010-10-19,2010-11-19,1696832,false,"",1,,1,,2010-10-19 13:13:57 UTC,2010-10-19 13:13:57 UTC
1656953,Sem,2010-10-22,2011-04-30,51765,false,"",50007,,1,,2010-10-22 21:12:45 UTC,2010-10-22 21:12:54 UTC
1657064,tri,2010-10-01,2010-12-31,1697090,false,"",1,,1,,2010-11-03 23:00:44 UTC,2010-11-03 23:00:44 UTC
1657101,Anual,2010-12-01,2011-11-30,1694050,false,"",50007,,1,,2010-11-05 22:46:54 UTC,2010-11-05 22:46:54 UTC
1657164,Sem verano ,2010-11-09,2011-05-31,1705816,false,"",50010,2011-02-07,1,,2010-11-09 22:51:29 UTC,2011-02-07 15:57:28 UTC
1657197,Sem verano,2010-12-01,2011-06-30,50895,false,"",3,2011-06-06,1,,2010-11-11 19:36:37 UTC,2011-06-06 16:02:54 UTC
1657401,Semestral verano,2010-11-17,2011-05-30,1705704,false,"",50013,2011-04-11,1,,2010-11-17 14:26:06 UTC,2011-04-11 16:28:55 UTC
1657480,Mensual,2010-11-26,2010-12-10,1696832,false,"",1,,1,,2010-11-26 23:02:53 UTC,2010-11-26 23:02:53 UTC
1657516,semestral ORT,2010-12-01,2011-05-31,1716752,false,"",50010,,1,,2010-11-29 22:07:05 UTC,2010-11-29 22:07:05 UTC
1657546,semestral promo,2011-01-01,2011-07-31,1720909,false,"",50007,2011-07-05,1,,2010-12-01 17:47:07 UTC,2011-07-05 16:25:56 UTC
1657596,Mensual x 6 meses,2010-12-01,2011-05-30,1695394,false,"",50010,2011-04-11,1,,2010-12-06 18:18:29 UTC,2011-04-11 16:25:09 UTC
1657601,Sem verano,2010-12-01,2011-06-30,1728667,false,"<p>PLan verano diciembre gratis.</p>
<p>Faltan datos de la tarjeta.</p>",50010,,1,,2010-12-06 23:43:01 UTC,2011-03-10 17:03:16 UTC
1657665,bimestral monitoria,2010-10-09,2010-11-30,50054,false,"",1,,1,,2010-12-09 23:01:53 UTC,2010-12-09 23:01:53 UTC
1657666,Semestral verano,2010-12-10,2011-06-30,1728890,false,"",50007,,1,,2010-12-10 14:16:53 UTC,2010-12-10 14:16:53 UTC
1657688,Mensual,2010-12-01,2010-12-31,1705574,false,"",1,,1,,2010-12-13 21:56:47 UTC,2010-12-13 21:56:47 UTC
1657743,anual,2010-12-01,2012-03-31,50608,false,"",50007,,1,,2010-12-17 21:56:25 UTC,2012-03-19 18:03:59 UTC
1657763,7x6 verano,2010-12-21,2011-07-31,1729293,false,"",50010,,1,,2010-12-21 22:27:59 UTC,2010-12-21 22:27:59 UTC
1657782,Sem verano,2010-12-22,2011-06-30,1729032,false,"",50010,,1,,2010-12-22 22:00:53 UTC,2010-12-22 22:00:53 UTC
1657845,Verano,2011-01-04,2011-07-30,50096,false,"",50007,,1,,2011-01-04 14:13:27 UTC,2011-07-08 15:42:00 UTC
1657907,anual,2011-01-01,2011-12-31,1732414,false,"",50007,2011-04-11,1,,2011-01-08 18:01:49 UTC,2011-04-11 16:32:44 UTC
1657920,(CONFIRMAR) Sem x anu mes grat + prom enero,2011-01-10,2011-06-30,1731669,false,"",50010,,1,,2011-01-10 23:05:53 UTC,2011-01-10 23:14:21 UTC
1657921,semestral por anual,2011-02-01,2011-07-30,50930,false,"<p>enero matric y mes gratis, promo semestral a precio de anual m&aacute;s mes gratis</p>",50010,,1,,2011-01-10 23:26:43 UTC,2011-02-10 15:32:38 UTC
1657973,semestral por anual,2011-02-10,2011-07-31,50679,false,"",50007,,1,,2011-01-12 19:11:33 UTC,2011-01-12 19:11:33 UTC
1657984,tri,2011-01-12,2011-03-31,1709038,false,"",50007,,1,,2011-01-12 23:13:51 UTC,2011-01-12 23:13:51 UTC
1657994,Semestral verano,2011-01-13,2011-07-30,50668,false,"",50007,,1,,2011-01-13 12:21:48 UTC,2011-02-22 15:52:06 UTC
1658001,Sem x anu mes grat + prom enero,2011-01-01,2011-07-31,1728609,false,"",50010,2011-07-05,1,,2011-01-13 15:20:02 UTC,2011-07-05 16:26:52 UTC
1658011,semestral por anual,2011-01-14,2011-06-30,1731670,false,"",50010,,1,,2011-01-14 04:04:29 UTC,2011-07-01 00:09:40 UTC
1658012,semestral por anual,2011-01-14,2011-07-31,50073,false,"",50007,,1,,2011-01-14 04:13:02 UTC,2011-01-14 04:13:02 UTC
1658018,Sem verano,2011-01-14,2011-07-14,1732655,false,"",50010,,1,,2011-01-14 22:21:19 UTC,2011-01-14 22:21:19 UTC
1658049,Mensual,2011-01-17,2011-02-15,1733051,false,"",1,,1,,2011-01-17 16:29:33 UTC,2011-01-17 16:29:33 UTC
1658069,semestral por anual,2011-01-17,2011-07-30,1732554,false,<p>&nbsp;m&aacute;s 10% de descuento por pago todo junto en ft</p>,1,,1,,2011-01-17 20:08:13 UTC,2011-01-17 20:08:13 UTC
1658080,trimestral,2011-01-18,2011-04-18,1732293,false,"",1,,1,,2011-01-18 15:16:54 UTC,2011-01-18 15:16:54 UTC
1658087,Monitoria,2011-01-01,2011-12-31,50024,false,"",1,,1,,2011-01-18 22:56:50 UTC,2011-01-18 22:56:50 UTC
1658105,Semestral verano,2011-02-01,2011-07-30,1733176,false,"",50007,,1,,2011-01-20 13:37:13 UTC,2011-01-20 13:37:13 UTC
1658189,anual,2011-02-01,2012-01-31,1705677,false,"",50010,,1,,2011-01-25 19:59:54 UTC,2011-03-10 13:27:46 UTC
1658219,SEM,2011-02-01,2011-07-31,1733408,false,"",50004,,1,,2011-01-27 18:52:25 UTC,2011-01-31 18:38:44 UTC
1658255,Sem x anu mes grat + prom enero,2011-01-01,2011-07-31,1696832,false,"",50010,,1,,2011-01-29 11:43:04 UTC,2011-02-14 16:44:29 UTC
1658256,Sem x anu mes grat + prom enero,2011-01-01,2011-08-31,1697090,false,"",50004,2011-05-09,1,,2011-01-29 11:45:04 UTC,2011-05-09 13:30:04 UTC
1658267,monitoría,2011-01-01,2011-12-31,50010,false,"",1,,1,,2011-01-31 10:26:00 UTC,2011-01-31 10:26:00 UTC
1658268,monitoría,2011-01-01,2011-12-31,50464,false,"",1,,1,,2011-01-31 10:28:18 UTC,2011-01-31 10:28:18 UTC
1658269,monitoría,2011-01-01,2011-12-31,50002,false,"",50010,,1,,2011-01-31 10:30:15 UTC,2011-08-12 16:58:22 UTC
1658275,Semestral a precio de anual,2011-02-01,2011-07-31,1734108,false,"",50007,2011-06-06,1,,2011-01-31 15:48:48 UTC,2011-06-06 16:24:54 UTC
1658280,SEM verano,2011-02-01,2011-07-30,1733407,false,"",50007,2011-04-11,1,,2011-01-31 19:01:02 UTC,2011-04-11 16:39:21 UTC
1658281,SEM verano,2011-02-01,2011-07-31,52317,false,"",50010,2011-04-11,1,,2011-01-31 20:31:07 UTC,2011-04-11 14:56:03 UTC
1658282,SEM verano,2011-02-01,2011-07-31,1734135,false,"",50010,2011-04-11,1,,2011-01-31 20:32:01 UTC,2011-04-11 16:41:02 UTC
1658290,anual,2011-02-01,2012-01-31,50054,false,"",50007,2011-12-14,1,,2011-02-01 09:58:23 UTC,2011-12-14 16:18:58 UTC
1658298,Sem x anu mes grat + prom enero,2011-02-01,2011-07-31,52383,false,"",50007,,1,,2011-02-01 19:09:50 UTC,2011-02-01 19:10:56 UTC
1658317,ANU,2011-02-02,2012-01-31,1694107,false,"",50007,,1,,2011-02-02 23:03:07 UTC,2011-02-02 23:03:07 UTC
1658336,Semestral a precio de anual,2011-02-03,2011-07-31,1734439,false,"",50007,2011-04-11,1,,2011-02-04 00:09:36 UTC,2011-04-11 16:42:51 UTC
1658344,Semestral a precio de anual,2011-03-01,2011-08-31,1733601,false,"",50007,2011-06-06,1,,2011-02-04 16:02:55 UTC,2011-06-06 16:23:12 UTC
1658345,Sem x anu mes grat + prom enero,2011-02-04,2011-07-31,1732531,false,"",50007,2011-04-11,1,,2011-02-04 16:07:22 UTC,2011-04-11 16:35:17 UTC
1658365,Sem x anu mes grat + prom enero,2011-01-01,2011-07-31,52281,false,"",1,,1,,2011-02-07 20:44:59 UTC,2011-02-07 20:44:59 UTC
1658382,anual,2011-03-06,2012-02-28,50600,false,"",50007,,1,,2011-02-08 15:24:25 UTC,2011-02-08 15:24:25 UTC
1658416,semestral,2011-02-01,2011-07-30,52251,false,"",50007,,1,,2011-02-10 16:25:00 UTC,2011-02-10 16:25:00 UTC
1658417,Anual,2011-03-01,2012-02-28,52353,false,"",50007,,1,,2011-02-10 21:43:35 UTC,2011-02-10 21:43:35 UTC
1658424,SEM,2011-02-10,2011-07-30,1732971,false,"",50007,,1,,2011-02-10 23:13:17 UTC,2011-06-06 23:33:44 UTC
1658425,sem 1xsem,2011-02-10,2011-07-31,1734560,false,"",50010,,1,,2011-02-11 01:37:13 UTC,2011-02-11 01:37:13 UTC
1658453,anual,2011-02-01,2012-01-31,50279,false,"",50007,,1,,2011-02-12 01:11:28 UTC,2011-02-12 01:11:28 UTC
1658457,anual,2011-02-01,2012-01-31,50176,false,"",50010,2011-12-14,1,,2011-02-12 16:44:52 UTC,2011-12-14 16:20:02 UTC
1658492,ANU,2011-03-01,2011-12-31,1735051,false,"",50007,,1,,2011-02-15 18:25:12 UTC,2011-02-15 18:25:12 UTC
1658515,ANU,2011-02-01,2012-01-31,50673,false,"",50004,,1,,2011-02-16 23:28:35 UTC,2011-09-09 18:32:57 UTC
1658516,semestral a precio de anual,2011-03-01,2011-08-31,1735244,false,"",50007,,1,,2011-02-17 00:03:21 UTC,2011-02-17 00:03:21 UTC
1658519,semestral a precio de anual,2011-03-01,2011-08-31,551560,false,"",50007,2011-08-09,1,,2011-02-17 15:00:10 UTC,2011-08-09 14:19:10 UTC
1658563,Semestral a precio de anual,2011-03-01,2011-08-30,1735317,false,"",50007,,1,,2011-02-21 23:57:17 UTC,2011-04-16 20:12:15 UTC
1658573,anual,2011-03-01,2012-02-28,1733707,false,"",50007,2011-05-09,1,,2011-02-22 20:50:42 UTC,2011-05-09 13:31:13 UTC
1658592,Semestral a precio de anual,2011-03-01,2011-08-30,1735320,false,"",50007,,1,,2011-02-23 19:19:58 UTC,2011-02-23 19:19:58 UTC
1658636,anual,2011-03-01,2012-02-28,1735704,false,"",50007,,1,,2011-02-25 00:17:24 UTC,2011-02-25 00:17:24 UTC
1658637,anual,2011-03-01,2012-02-29,1735703,false,"",50007,,1,,2011-02-25 00:19:32 UTC,2011-02-25 00:19:32 UTC
1658639,Semestral a precio de anual,2011-03-01,2011-08-30,1735403,false,"",50007,2011-07-05,1,,2011-02-25 14:26:26 UTC,2011-07-05 16:30:56 UTC
1658652,Anual,2011-03-01,2012-02-28,50138,false,"",3,,1,,2011-02-28 16:42:13 UTC,2011-02-28 16:42:13 UTC
1658659,SEM x anu,2011-02-28,2011-09-30,1735460,false,"",50010,,1,,2011-02-28 23:36:12 UTC,2011-02-28 23:36:12 UTC
1658660,semestral,2011-03-01,2011-08-30,51274,false,"",50007,,1,,2011-02-28 23:39:30 UTC,2011-02-28 23:39:30 UTC
1658662,ANU x SEM,2011-03-01,2011-08-30,1695165,false,"",50013,,1,,2011-03-01 01:10:20 UTC,2011-03-01 01:10:20 UTC
1658668,semestral a precio de anual,2011-03-01,2011-08-30,1693873,false,"",50007,,1,,2011-03-01 13:51:32 UTC,2011-03-01 13:51:32 UTC
1658690,Semestral a precio de anual,2011-03-01,2011-08-30,1694930,false,"",50007,2011-08-09,1,,2011-03-01 22:06:15 UTC,2011-08-09 14:23:56 UTC
1658703,monitoria anual,2011-03-01,2012-02-28,50076,false,"",50007,,1,,2011-03-02 00:31:46 UTC,2011-03-02 00:31:46 UTC
1658752,Anual Vip,2011-03-03,2012-02-28,50950,true,"",50007,,1,,2011-03-03 21:47:40 UTC,2011-03-10 17:42:19 UTC
1658795,SEM,2011-03-09,2011-09-09,1736023,false,<p>pagan en efectivo antes de 5 de cada mes. dejaron los datos de la tarjeta igual.</p>,1,2011-09-08,1,,2011-03-09 17:37:02 UTC,2011-09-08 15:23:22 UTC
1658796,semestral,2011-03-09,2011-09-09,1736029,false,"",50007,2011-09-08,1,,2011-03-09 17:41:49 UTC,2011-09-08 15:24:37 UTC
1658805,anual,2011-04-01,2012-03-31,50029,false,"",50013,2011-05-09,1,,2011-03-10 10:58:53 UTC,2011-05-09 13:18:12 UTC
1658809,anual,2011-03-01,2012-02-28,50064,false,"",50007,,1,,2011-03-10 13:29:32 UTC,2011-03-10 17:54:46 UTC
1658816,ANU,2011-03-10,2012-02-28,1731778,false,"",50007,2011-07-05,1,,2011-03-10 18:51:15 UTC,2011-07-05 16:29:05 UTC
1658825,anu (tal vez cancela),2011-03-10,2012-02-28,1736692,false,"",50007,2011-04-11,1,,2011-03-11 01:42:35 UTC,2011-04-11 16:45:53 UTC
1658863,anual,2011-03-15,2012-02-28,1732974,false,"",1,2012-01-05,1,,2011-03-15 14:54:59 UTC,2012-01-05 15:10:31 UTC
1658864,anual,2011-03-15,2012-02-29,50118,false,"",50007,2011-10-14,1,,2011-03-15 15:58:05 UTC,2011-10-14 13:47:46 UTC
1658934,semestral,2011-03-18,2011-08-31,1736932,false,"",50004,,1,,2011-03-18 16:03:31 UTC,2011-03-18 16:04:44 UTC
1659025,anual,2011-04-01,2012-03-31,50699,false,"",50004,,1,,2011-03-30 12:49:26 UTC,2011-03-30 12:49:26 UTC
1659096,anual,2011-04-01,2012-03-31,50125,false,"",50007,,1,,2011-04-01 23:24:12 UTC,2011-04-01 23:24:12 UTC
1659140,anual,2011-04-04,2012-03-31,50049,false,"",50007,,1,,2011-04-04 21:11:45 UTC,2011-04-04 21:11:45 UTC
1659182,Anual,2011-05-01,2012-04-30,1676887,false,"",50007,,1,,2011-04-05 20:39:59 UTC,2011-04-05 20:39:59 UTC
1659199,anual,2011-04-05,2012-05-31,50737,false,"",50007,,1,,2011-04-06 01:01:09 UTC,2012-05-10 17:22:37 UTC
